sentence	question	label
S0: nervous system disorder 5. So, neurodevelopmental disorders happen when development of nervous system is disturbed.	Is S0 true or false?	1
S0: If this enzyme (neuraminidase) is inhibited, the virus cannot spread; So, tamiflu inhibits spread of virus.	Is S0 true or false?	1
S0: While germ cells are in interphase, each chromosome is duplicated by a process called DNA replication ; So, the chromosomes duplicate in the interphase phase.	Is S0 true or false?	0
S0: 2) The chemical reactions of living cells take place within cells; So, biochemical reactions take place inside the organisms' cells.	Is S0 true or false?	0
S0: In the mesosphere temperature decreases as the altitude increases. So, as altitude rises, the temperature increases in the thermosphere.	Is S0 true or false?	1
S0: Virtually all animals have internal digestion of food. So, animals engage in internal digestion.	Is S0 true or false?	0
S0: Human beings are essentially social animals, and we are very dependent on each other. So, for social animals, communication essential.	Is S0 true or false?	1
S0: Mercury and Venus are the only two inferior planets in our Solar System. So, mercury is the smallest planet in our solar system.	Is S0 true or false?	1
S0: Electromagnetic waves, geometrical and physical optics, photons, photoelectric effect, blackbody radiation. So, optics explains the behavior of visible light and electromagnetic waves.	Is S0 true or false?	1
S0: A vector is the organism that transmits a parasite from one host to another. So, an organism that carries pathogens from one individual to another is called a vector.	Is S0 true or false?	0
S0: Pheromones are the best-known form of communication in ants. So, pheromones enable communication, which is vital for organisms like ants that live in a large community.	Is S0 true or false?	0
S0: This energy is transmitted in the form of energy of motion or kinetic energy. So, kinetic engergy is the energy of anything in motion.	Is S0 true or false?	0
S0: The electromagnetic spectrum is a continuum of electromagnetic waves. So, the electromagnetic spectrum represents the full range of frequency of electromagnetic waves.	Is S0 true or false?	0
S0: Intestinal juice secreted by small intestine or large intestine So, the large intestine is a wide tube connecting the small intestine with the anus.	Is S0 true or false?	1
S0: solid state characterization of drug molecules; So, solid is characterized by molecules with minimal movement and strong forces between them.	Is S0 true or false?	1
S0: FRONT A front is the boundary between two different air masses . So, in weather terms, the boundary between two air masses is called front.	Is S0 true or false?	0
S0: The volume of gas increases because the number of moles is increased. So, when you add moles of gas to a baloon by blowing it up, the volume increases.	Is S0 true or false?	0
S0: Maximum range of fire is 18 km using standard HE projectile and 21 km with extended-range projectiles. So, range is the maximum horizontal distance traveled by a projectile.	Is S0 true or false?	1
S0: disease (e.g., poliomyelitis, muscular dystrophy, bone tuberculosis); So, muscular dystrophy is a a wasting disease.	Is S0 true or false?	1
S0: This energy is transmitted in the form of energy of motion or kinetic energy. So, kinetic energy is the energy of motion.	Is S0 true or false?	0
S0: They are prepared for graduate work in organic chemistry, inorganic chemistry, analytical chemistry, physical chemistry, biochemistry, materials science, and related fields. So, chemistry and physics are fields in physical.	Is S0 true or false?	1
S0: Seed plants called angiosperms produce seeds in the ovaries of flowers. So, angiosperms is the term for flowering seed plants.	Is S0 true or false?	0
S0: Linkage The tendency for certain genes to be inherited together due to their physical proximity on the chromosome. So, certain characteristics are frequently inherited together because of linkage.	Is S0 true or false?	0
S0: Skeletal impairments Skeletal impairments are impairments of bones, or joints, and missing limbs. So, you call the part of the skeletal system that connects bones joints.	Is S0 true or false?	1
S0: 8 weeks The beginnings of all major body organs are formed. So, by 8 weeks, all major organs start developing.	Is S0 true or false?	0
S0: Amino acids link together in long chains to form proteins in the body. So, a(n) protein is formed when amino acids are linked together in a long chain.	Is S0 true or false?	0
S0: Parents have a hard time explaining some things to a child, don't they? So, children resemble their parents because they have similar dna.	Is S0 true or false?	1
S0: In its purest form, protein consists of chains of amino acids. So, a(n) protein is formed when amino acids are linked together in a long chain.	Is S0 true or false?	0
S0: Rocks are piled around the imprint to preserve it. So, a mold is an imprint of an organism left in rock.	Is S0 true or false?	1
S0: The first exoplanet discovered in the course of the COROT mission orbits this star; So, a(n) exoplanet is often discovered because it causes a star to move or to dim.	Is S0 true or false?	1
S0: Viruses have Nucleic Acids and Proteins but Lack other features of living cells. So, nucleic acids are found in all living cells and viruses.	Is S0 true or false?	0
S0: The light sticks produce a chemical luminescence for up to 24 hours. So, luminescence is the name of the process where light is produced without heat.	Is S0 true or false?	1
S0: The function of the thymus is to produce mature T cells. So, the thymus gland produces t cells.	Is S0 true or false?	0
S0: The Flemish makers of ca. 1600 were apparently the first to build two-manual harpsichords. So, microscopes were first developed in the early 1600s by eyeglass makers.	Is S0 true or false?	1
S0: Catalyst for slow transits; So, if a catalyst runs out, the reaction slows.	Is S0 true or false?	1
S0: A deep root system anchors the tree against the wind. So, deep roots will best prevent a tree from being blown over by high winds during a storm.	Is S0 true or false?	0
S0: An earthquake in 1999 failed to damage the plant, but construction was delayed six months. So, damages and deaths are directly affected by construction in an earthquake.	Is S0 true or false?	1
S0: inelastic collision COLLIDE ELASTIC, NOT. So, when gas particles collide, these collisions are considered elastic.	Is S0 true or false?	1
S0: Supernova/Neutron Star 4. So, neutron stars are the corpses of left over supernova explosions.	Is S0 true or false?	1
S0: Non-vascular plants do not have a wide variety of specialized tissue types. So, present-day plants that have a complex vascular tissue system are called vasuluar plants.	Is S0 true or false?	1
S0: Second, bacteria can suppress the inflammatory response; So, inflammatory response is the second line of defense.	Is S0 true or false?	1
S0: Amphibians have a relatively complex circulatory system with a three-chambered heart. So, there are three chambers in an amphibian heart.	Is S0 true or false?	0
S0: At room temperature metals are solid (with the sole exception of mercury), and most have a silvery grey, shiny appearance. So, most metals exist as solids at room temperature.	Is S0 true or false?	0
S0: Cell membranes consist mainly of phospholipids (phosphorus-containing fats) arranged in a sandwich-like double layer embedded with proteins. So, phospholipids are the main component of the cell membrane.	Is S0 true or false?	0
S0: Thunderstorms can cause The Narrows to flash flood during the summer. So, a stream flooding is most likely caused by a thunderstorm.	Is S0 true or false?	0
S0: Coal is the major source of energy in China. So, coal is nonrenewable, and the sun is renewable is how coal and the sun compare as sources of energy.	Is S0 true or false?	1
S0: One allele for a trait is inherited from each parent. So, inherited traits are features that are passed from one generation to the next.	Is S0 true or false?	1
S0: In a typical human cell only one tenth of the genes are expressed. So, a single human body cell typically contains thousands of genes.	Is S0 true or false?	1
S0: Explain the action of lysozyme and penicillin on the bacterial cell wall. So, a lysozyme destroys bacteria by digesting their cell walls.	Is S0 true or false?	1
S0: 238 for nonmetal to metal. So, in a comparison of metals to nonmetals, metals tend to have greater conductivity and higher melting points than nonmetals.	Is S0 true or false?	1
S0: Wells are drilled into aquifers. So, a(n) well is a hole that is dug or drilled through the ground down to an aquifer.	Is S0 true or false?	0
S0: Landslides and Landslide Susceptibility Landslides are caused when the force of gravity pulls rock, debris or soil down a slope. So, gravity causes rocks to roll downhill.	Is S0 true or false?	0
S0: Gases are characterized as having no definite shape or definite volume. So, the gas form of matter has neither a definite shape nor a definite volume.	Is S0 true or false?	0
S0: DNA II The DNA in a chromosome consists of two long chains wrapped in a double helix. So, dna consists of two long chains of nucleotides.	Is S0 true or false?	0
S0: Producers are also called autotrophs. So, autotrophs is another name for producers.	Is S0 true or false?	0
S0: Lyme disease is caused by a type of bacterium that is carried by deer ticks. So, lyme disease is caused by bacteria.	Is S0 true or false?	0
S0: Sexual Reproduction and Genetic Variation Sexual reproduction results in offspring that are genetically unique. So, sexual reproduction results in offspring that are generally all genetically different.	Is S0 true or false?	0
S0: The beat frequency of the resultant wave will be the difference in the frequencies of the two sources. So, when waves of two different frequencies interfere, beating occurs.	Is S0 true or false?	0
S0: In particular the focus group will examine the response time of aquatic species to changes in flow. So, overharvesting is a serious threat particularly to aquatic species.	Is S0 true or false?	1
S0: In addition, air and precipitation quality are measured on regional scales. So, rising and sinking air influences precipitation in a region.	Is S0 true or false?	1
S0: Learning is one very complex innate behavior of human brains. So, reflex behaviors are the only innate behaviors in humans.	Is S0 true or false?	1
S0: others (anaerobic bacteria) cannot grow in the presence of free oxygen but obtain oxygen from compounds. So, anaerobic respiration occurs if oxygen cannot be obtained at a sufficient rate.	Is S0 true or false?	1
S0: Weeds Weeds are plants that grow where we don't want them. So, plants that grow where you don't want them are called weeds.	Is S0 true or false?	0
S0: cytokinesis (SlGH-toh-kin-EE-sis) The division of the cytoplasm to form two separate daughter cells immediately after mitosis. So, cytokinesis divides the cytoplasm into two distinctive cells.	Is S0 true or false?	0
S0: Phospholipids make up much of the outer membranes of cells and organelles. So, phospholipids are the main component of the cell membrane.	Is S0 true or false?	0
S0: Among visible light rays, you should know that red light has the longest wavelength, and violet the shortest. So, violet and red are two types of visible light.	Is S0 true or false?	0
S0: All strings containing at least two a's. So, all solutions contain at least two substances.	Is S0 true or false?	1
S0: A gas does not have a definite shape nor a definite size. So, the gas form of matter has neither a definite shape nor a definite volume.	Is S0 true or false?	0
S0: Scientific theories are comprehensive frameworks which are will supported by evidence are are widely accepted by the scientific community. So, evidence allows theories to be widely accepted.	Is S0 true or false?	0
S0: Plankton (phytoplankton and zooplankton) - So, phytoplankton make food via photosynthesis.	Is S0 true or false?	1
S0: The nucleus of the atom is composed of protons and neutrons. So, protons and neutrons are located in the central nucleus.	Is S0 true or false?	0
S0: Even below this level are other parts so small that they are formally classified as macromolecules (large molecules). So, any large molecule is referred to as a macromolecule.	Is S0 true or false?	0
S0: Explain intensive and extensive properties of matter. So, the extensive property is a property that depends on the amount of matter in a sample.	Is S0 true or false?	1
S0: Weight is the measure of force, which gravity exerts on an object. So, weight is the measure of the force of gravity pulling down on an object.	Is S0 true or false?	0
S0: Eukaryotic DNA resides in the nucleus which is delimited by a double membrane (nuclear envelope). So, nuclear enevelope is a double membrane of the nucleus that encloses the genetic material.	Is S0 true or false?	0
S0: A LIQUID does not have a definite shape, but it does have a definit volume. So, liquid has a definite volume, but not a definite shape.	Is S0 true or false?	0
S0: Chloroplast , found in plant cells , are responsible for photosynthesis. So, photosynthesis occurs in the chloroplast.	Is S0 true or false?	0
S0: Ligament A band of tough flexible fibrous tissue that connects bones or supports organs. So, ligaments is the term for tough protein fibers that connects bones to each other.	Is S0 true or false?	0
S0: Nonvascular plants Division Bryophyta Mosses, liverworts, hornworts make up this division of plants. So, moss is best classified as a nonvascular plant.	Is S0 true or false?	0
S0: Abstract Mars is the fourth planet out from the sun. So, mars is the fourth planet from the sun.	Is S0 true or false?	0
S0: atom The basic unit of a chemical element. So, element is the basic chemical building block of matter; it is the simplest chemical substance.	Is S0 true or false?	1
S0: In Asia, they eat mainly woody plants. So, the heterotroph eats only or mainly plants.	Is S0 true or false?	1
S0: Laws of thermodynamics, equilibria, chemical potentials and equilibria in heterogeneous systems, activity functions, chemical reactions, phase diagrams, and electrochemical equilibria; So, chemical reactions follow the laws of thermodynamics.	Is S0 true or false?	1
S0: The normalized 11-year sunspot cycle runs from maximum to maximum. So, sunspots occur in a 11 year cycle.	Is S0 true or false?	0
S0: The middle layer of the earth is called the mantle , and the outer layer is the crust. So, the mantle layer of earth is located just below the crust.	Is S0 true or false?	0
S0: Often all the networks are connected to a common backbone network. So, one of the main features all vetebrates have in common is a backbone.	Is S0 true or false?	1
S0: The intersecting points of the waves' crests are called the points of interference. So, the high points in a transverse wave are called crests.	Is S0 true or false?	1
S0: Active Transport The movement of a substance across a membrane requiring energy. So, you call the movement of molecules across a membrane without the input of energy passive transport.	Is S0 true or false?	1
S0: Experiments with animals have found five specific genes that control appetite and weight. So, animal behaviors are controlled by both genes and experiences in a given envionment.	Is S0 true or false?	1
S0: the atom of carbon has six protons and six neutrons, and so on. So, a carbon atom with 6 protons and 8 neutrons is more specifically known as carbon 14.	Is S0 true or false?	1
S0: If it loses one or more electrons, it becomes a positively charged ion. So, remember electrons are negatively charged, so ions with a positive charge have lost a(n) electron.	Is S0 true or false?	0
S0: the structure and function of prokaryotic and eukaryotic cells; So, the main difference between eukaryotic and prokaryotic cells is that eukaryotic cells have a nucleus.	Is S0 true or false?	1
S0: Cells are smallest building blocks of our body. So, cells are the basic building blocks of the human body.	Is S0 true or false?	0
S0: Name three states of matter. So, water exists on earth in three matter states states.	Is S0 true or false?	1
S0: Water the tree in periods of drought lasting 2 weeks. So, because trees add water vapor to air, cutting down forests leads to longer periods of drought.	Is S0 true or false?	1
S0: WIND as a seed dispersal agent. So, seeds of a pine cone are easily carried by the wind and dispersed because seeds have wings.	Is S0 true or false?	1
S0: A teleconverter has a convex refraction and cannot form an image by itself; So, an image is a copy of an image formed by reflection or refraction.	Is S0 true or false?	1
S0: The succession of types. So, secondary succession is the type of succession that happens after the destruction of a habitat.	Is S0 true or false?	1
S0: We want to know the instantaneous velocity . So, instantaneous velocity is defined as the velocity of the object at a given moment.	Is S0 true or false?	1
S0: Compare gradualism and punctuated equilibrium. So, darwin believed in gradualism.	Is S0 true or false?	1
S0: Mercury -the closest planet to the sun . So, mercury is closest to our sun.	Is S0 true or false?	0
S0: Earth's atmosphere consists of mainly oxygen and nitrogen. So, oxygen and nitrogen make up most of the earth's atmosphere.	Is S0 true or false?	0
S0: When an atom gains or loses electrons, it becomes a charged particle known as an ion. So, ionic compound atoms of various elements gain or lose electrons to produce ions.	Is S0 true or false?	0
S0: At this time, there are about three times as many protons as neutrons. So, there are three quarks in each proton and neutron.	Is S0 true or false?	1
S0: Intestine consists of the small intestine and the large intestine . So, the large intestine is a wide tube connecting the small intestine with the anus.	Is S0 true or false?	1
S0: endoskeleton A skeleton that's inside the body (like your skeleton). So, humans possess a(n) endoskeleton.	Is S0 true or false?	0
S0: Emerald is also associated with the eighth planet Mercury in the Solar System. So, mercury is the smallest planet in our solar system.	Is S0 true or false?	1
S0: Describe the inheritance pattern for a single-gene autosomal dominant trait, such as free-hanging earlobes. So, children most likely inherit shape of earlobes from their parents.	Is S0 true or false?	0
S0: Interestingly, their cells contain not only 35-kb plastid DNA, but also a modified plastid. So, like mitochondria, plastids contain their own dna.	Is S0 true or false?	1
S0: There are two different types of diabetes. So, there are two different main types of diabetes.	Is S0 true or false?	0
S0: and allow students to write down all the counter-arguments or evidence, or present the case for accepting one theory over another. So, evidence allows theories to be widely accepted.	Is S0 true or false?	1
S0: elaborate cell wall structures; So, a cell wall is not present in animal cells.	Is S0 true or false?	1
S0: Many of these shelters depend solely on the generosity of their community to feed and care for these wonderful animals. So, many animals depend on plants for shelter.	Is S0 true or false?	1
S0: The pharynx is a well-muscled pump in insects having sucking mouthparts. So, jaws and pharynx muscles are used to pump water over the gills.	Is S0 true or false?	1
S0: neutron subatomic particle with zero charge (neutral charge) that is found in the nucleus of an atom. So, the number of neutrons can vary between atoms of the same element.	Is S0 true or false?	1
S0: Obviously, we do not apply Mendelian inheritance crosses to humans, although Pedigrees can be used to determine Mendelian patterns. So, pedigree is utilized to analyze simple mendelian inheritance.	Is S0 true or false?	0
S0: One example is rain water harvesting. So, rain is an example of liquid water.	Is S0 true or false?	1
S0: The various stages of pumpkin growing from flower to fruit. So, a pumpkin is a fruit.	Is S0 true or false?	0
S0: For instance if you burn wood it turns to ash and ash is different from wood. So, wood burning is an example of a different substance being formed.	Is S0 true or false?	0
S0: Finally, groups of cells were formed in established cultures to test the possibility of introducing new cells to neurons with preexisting neurites. So, cells come from preexisting cells.	Is S0 true or false?	1
S0: It is responsible for equilibrating middle ear pressure to the pressure in the external environment. So, the ears are an external feature in human beings is responsible for balance.	Is S0 true or false?	1
S0: The first and second laws of thermodynamics, equations of state, properties of fluids, solutions, phase equilibria, and chemical reaction equilibria are covered. So, chemical reactions follow the laws of thermodynamics.	Is S0 true or false?	1
S0: STRENGTH TRAINING Loss of muscle mass (sarcopenia) with age in humans is well documented. So, muscle atrophy due to age is called sarcopenia.	Is S0 true or false?	0
S0: Hormones & Pheromones So, pheromones are released into the environment for communication between animals of the same species.	Is S0 true or false?	1
S0: Abrasives are either naturally occurring or synthetic minerals. So, a synthetic diamond is not considered a mineral because minerals must be created naturally.	Is S0 true or false?	1
S0: Biodiversity and conservation of natural resources. So, biodiversity is an important natural resource in and of itself	Is S0 true or false?	1
S0: The stars in elliptical galaxies are old Population II stars. So, you call egg-shaped galaxies, which are reddish to yellowish in color because they contain mostly old stars, elliptical galaxies.	Is S0 true or false?	1
S0: There is a thick layer against their skin. So, the thick skin, found only on the palms of the hands and the soles of the feet, has an extra layer.	Is S0 true or false?	1
S0: For example, all cells share functions such as obtaining and using energy, responding to the environment, and reproducing. So, all cells share the characteristic that they need energy.	Is S0 true or false?	0
S0: It was the first moon to be discovered to have an atmosphere. So, one way that the moon is different from earth is that the moon has almost no atmosphere.	Is S0 true or false?	1
S0: Brass which is an alloy of copper and zinc, was not known till the thirteenth century. So, brass alloy is made from copper and zinc.	Is S0 true or false?	0
S0: The Moon's crust averages 68 kilometers thick; So, the earth's continental crust, on average, is 35 kilometers thick.	Is S0 true or false?	1
S0: Using kilojoules you now have a unit of measure that comprises actual energy expended over a certain distance. So, kilojoules are typically used to measure heats of reaction.	Is S0 true or false?	1
S0: Corn is grown on every continent except Antarctica . So, bees are naturalized on every continent except antarctica.	Is S0 true or false?	1
S0: The main action of gastrin is stimulation of gastric acid and pepsin secretion. So, gastrin signals the secretion of gastric acid.	Is S0 true or false?	0
S0: The brain is the most complex organ of the body. So, the brain is the most complex organ in the human body.	Is S0 true or false?	0
S0: If you look at the sun too long and too hard you can damage your retina and cause permanent blind spots. So, looking directly at the sun can cause blindness.	Is S0 true or false?	0
S0: These subtypes or clades are classified according to degrees of genetic similarity. So, a clade is one way of classifying organisms.	Is S0 true or false?	1
S0: Hereditary information is contained in genes, located in the chromosomes of each cell. So, a cell’s chromosomes contain genes.	Is S0 true or false?	0
S0: Statistical week 31 is, approximately, the last week in July. So, the fetal period lasts approximately 30 weeks weeks.	Is S0 true or false?	1
S0: volcanic dome (viscous magma, explosive, dangerous), 3. So, the thickness of magma determines whether a volcanic eruption will be explosive or not.	Is S0 true or false?	1
S0: You no longer have to dump a proton for charge neutrality; So, iconic compounds have a net neutral charge.	Is S0 true or false?	1
S0: Humans have 23 pairs of chromosomes in their bodies. So, humans typically have 23 pairs pairs of chromosomes.	Is S0 true or false?	0
S0: Cells are what make up the human body, often referred to as the bodies building blocks. So, cells are the basic building blocks of the human body.	Is S0 true or false?	0
S0: The eyes lack pupils, but they are wide open and beautifully shaped. So, the pupil is the opening in the front of the eye.	Is S0 true or false?	1
S0: Remember that ions are atoms that have gained or lost electrons. So, when an atom gains or loses an electron it becames a(n) ion.	Is S0 true or false?	0
S0: A tsunami is a sea wave caused by an underwater earthquake or landslide (usually triggered by an earthquake) displacing the ocean water. So, a(n) underwater earthquake creates a tsunami.	Is S0 true or false?	0
S0: Stratigraphy is a branch of geology which studies rock formations (layers). So, we call the study of rock layers stratigraphy.	Is S0 true or false?	0
S0: The compass needles reverse direction when the flow of the electric current is reversed. So, alternating current is the term for electric current that keeps reversing direction.	Is S0 true or false?	1
S0: The vertebrae are separated by tough, intervertebral disks of fibrocartilage and held together by ligaments. So, intervertebral discs are made of fibrocartilage.	Is S0 true or false?	0
S0: Heterotrophs also are called consumers. So, heterotrophs is another name for consumers.	Is S0 true or false?	0
S0: Decomposing wastes produce a flammable gas called methane, and methane explosions can result. So, archaeans produce methane gas as a waste product.	Is S0 true or false?	1
S0: Tube 4 was placed in high light but it did not contain any thylakoid membranes. So, the light reactions take place in the thylakoid.	Is S0 true or false?	1
S0: Autotrophs are considered producers in a food chain. So, autotrophs is another name for producers.	Is S0 true or false?	0
S0: We have described vertical variations in air pressure (air pressure decreases with increasing altitude) in a previous lecture. So, air pressure it decreases as altitude increases.	Is S0 true or false?	0
S0: In somatic cells, both L-type and T-type VDCC participate in exocytosis and similar processes (e.g., 91,92). So, the cell expels waste and other particles through a process called exocytosis.	Is S0 true or false?	1
S0: Leukocyte Another term for a white blood cell. So, leukocytes blood cells are white.	Is S0 true or false?	0
S0: Looking Good: Is exercise a dangerous habit? So, exercising every day is an example of a good health habit.	Is S0 true or false?	1
S0: They have to eat in three or four cycles. So, cells have four cycles.	Is S0 true or false?	1
S0: Other examples of organ systems include the skeletal, digestive, urinary, and reproductive systems. So, examples of organ systems in a human include the skeletal, nervous, and reproductive systems.	Is S0 true or false?	0
S0: Introduction The skeletal system consists of bones and their associated connective tissues-- tendons, ligaments, and cartilage.. So, bones, cartilage, and ligaments make up the skeletal system.	Is S0 true or false?	0
S0: This means there will be two high tides and two low tides per day. So, two low and high tides occur per day.	Is S0 true or false?	0
S0: Identify each compound type (polar covalent, nonpolar covalent, ionic). So, hydrogen chloride is a covalent compound.	Is S0 true or false?	1
S0: Plasma is the fourth state of matter besides, liquid, solid and gas. So, plasma completes the list: solid, liquid, gas.	Is S0 true or false?	0
S0: Only one thing can follow in the wake in this destroyed confidence, that is, lack of support; So, energy it can not be destroyed.	Is S0 true or false?	1
S0: And Jack Frost goes to work -- ice crystals form on everything. So, the ice crystals that form on the ground are called frost.	Is S0 true or false?	1
S0: leukemia is the form of cancer most commonly associated with long-term benzene exposure. So, leukemia is the most common type of cancer developed in children.	Is S0 true or false?	1
S0: The molecules of real compounds attract each other. So, compared with the molecules of many other substances, molecules of water are strongly attracted to each other.	Is S0 true or false?	1
S0: Blood consists of plasma, red blood cells, white blood cells and platelets. So, blood is made up of red blood cells, white blood cells, platelets, and plasma.	Is S0 true or false?	0
S0: They are now working to replicate the feat. So, to confirm the work of another scientist, a scientist might replicate their work.	Is S0 true or false?	1
S0: The various shapes of cells are controlled by the cytoskeleton. So, the cytoskeleton is the skeleton of the cell.	Is S0 true or false?	1
S0: An element, such as carbon (which is absolutely critical for life So, all life is built around the element carbon.	Is S0 true or false?	0
S0: Ions are atoms that have an electrical charge (either positive or negative). So, an ion is an atom or group of bonded atoms that has a positive or negative charge.	Is S0 true or false?	0
S0: May cause bleeding from stomach or duodenum-gastric distress. So, gastric emptying is regulated by both the stomach and the duodenum.	Is S0 true or false?	1
S0: Depending upon various factors, the carbon star could become a white dwarf or go on to burn silicon. So, when the helium is gone, the stars become white dwarfs.	Is S0 true or false?	1
S0: it occupies huge volumes of space; So, the term volume is used to describe the amount of space occupied by a sample of matter.	Is S0 true or false?	1
S0: referring to a cell that is firm due to water uptake. So, most growing plant cells expand through water uptake.	Is S0 true or false?	1
S0: The first RET sessions focus on pre-birth, birth, infancy and the influence of parents. So, the first year after birth is called infancy.	Is S0 true or false?	1
S0: Your child's teachers or the school counselor can help. So, professionals known as genetic counselors can help them understand the risks of children being affected.	Is S0 true or false?	1
S0: From the Moon to Mars, Mercury to Pluto, discover what scientists have learned about our solar system since manned space exploration began three decades ago. So, pluto has three moons.	Is S0 true or false?	1
S0: The higher the density, the more closely packed the particles (called atoms and molecules) are. So, density of matter reflects how closely packed the particles of matter are.	Is S0 true or false?	0
S0: Hence biogeochemical cycling in the coastal environment is dependant So, we call the recycling of inorganic matter between living organisms and their environment biogeochemical cycle.	Is S0 true or false?	1
S0: The cooling trend reverses in the stratosphere, the layer of the atmosphere above the troposphere. So, the stratosphere is the layer above the troposphere.	Is S0 true or false?	0
S0: water freezing into ice liquid to solid So, ice is the common term for water in its solid state.	Is S0 true or false?	0
S0: The ratiocination can be simple or a chain of reasoning. So, simple carbohydrates can be classified in terms of chain length.	Is S0 true or false?	1
S0: The fins evolved into the legs of the first tetrapod land vertebrates, amphibians. So, caecillians evolved from tetrapod ancestors.	Is S0 true or false?	1
S0: Stony corals are similar to sea anemones, but coral polyps are smaller (approx. So, hydras and sea anemones are examples of apolyp.	Is S0 true or false?	1
S0: After hair removal, flush the ear canals with a commercial ear cleaner. So, the hair cells sense(s) the movement of liquid in ear canals.	Is S0 true or false?	1
S0: This is because resonant frequency is correlated with tension as in a taunt string. So, stringed instruments can help show the relationship between tension and frequencies in strings.	Is S0 true or false?	0
S0: Agglutinins can also be any substance other than antibodies such as sugar-binding protein lectins. So, antibodies bind to foreign substances and attempt destruction.	Is S0 true or false?	1
S0: One proton with one electron circulating around it is a hydrogen atom. So, there are one electrons in the hydrogen atom.	Is S0 true or false?	0
S0: The remaining waste forms urine. So, urine is the term for liquid waste formed by kidneys.	Is S0 true or false?	1
S0: Increase the temperature and either the volume or the pressure or both have to increase. So, as temperature increases, volume increases.	Is S0 true or false?	0
S0: Nonvascular plants consist of mosses and liverworts, while vascular plants consist of club mosses, ferns, horsetails, gymnosperms, and angiosperms. So, moss is best classified as a nonvascular plant.	Is S0 true or false?	0
S0: It is one in which students will learn to reason insightfully. So, insight learning is the term for learning from past experiences and reasoning.	Is S0 true or false?	1
S0: Birds evolved from reptiles, and a connecting link to their reptilian ancestors can sometimes be seen in their scaly legs. So, birds evolved from reptile ancestors.	Is S0 true or false?	0
S0: It will produce energy in the form of electricity and heat as long as its fuel--hydrogen--is supplied. So, heat is produced when paper is burned.	Is S0 true or false?	1
S0: Recall that work is defined as the product of force times distance. So, force times distance is the equation for work.	Is S0 true or false?	0
S0: Therefore during many chemical reactions involving molecules that have Pi bonds and sigma bonds , the Pi bond breaks without disturbing the sigma bond. So, catabolic reactions involve breaking bonds.	Is S0 true or false?	1
S0: Frogs have three-chambered hearts , a feature they share with lizards . So, like all tetrapods except birds and mammals, frogs possess a heart with three chambers.	Is S0 true or false?	0
S0: Macroevolution is evolutionary change at or above the species level, which includes speciation events. So, the term macroevolution refers to larger evolutionary changes that result in new species.	Is S0 true or false?	0
S0: In humans, DNA is organized into 23 pairs of chromosomes. So, humans typically have 23 pairs pairs of chromosomes.	Is S0 true or false?	0
S0: As it shows, neurons are composed of dendrites, a cell body and an axon. So, dendrites from the cell body recieve impulses from other neurons.	Is S0 true or false?	1
S0: Simply, the total work is Force time Distance (ie. So, force times distance is the equation for work.	Is S0 true or false?	0
S0: The nose and nasal cavity filters, warms and humidifies the air. So, in mammals, air is warmed and humidified in the nasal cavity.	Is S0 true or false?	0
S0: Neutral solutions are pH 7, the pH of pure water. So, 7 is the ph of pure water.	Is S0 true or false?	0
S0: The primary contributor of air pollutants in the region is mobile emissions. So, primary pollutants enter the air directly.	Is S0 true or false?	1
S0: Centrifuges don't increase gravity, the centrifugal force caused by inertia is what causes the effect of 9 g's. So, centrifuges use inertia to perform their task.	Is S0 true or false?	0
S0: Although there are many different kinds of gourds there are two main types. So, there are two different main types of diabetes.	Is S0 true or false?	1
S0: The herptiles is ectothermic which means they cannot regulate their body temperatures. So, ectothermic is the term for animals that cannot raise their body temperature on their own.	Is S0 true or false?	0
S0: Adolescence is divided into three stages. So, adulthood is divided into three stages.	Is S0 true or false?	1
S0: however, in whole human saliva, it has a weaker antibacterial effect. So, human lysozyme is an antibacterial protein found in tears and saliva.	Is S0 true or false?	1
S0: Albumin is the major protein in blood plasma. So, the complement system is a series of proteins constitutively found in the blood plasma.	Is S0 true or false?	1
S0: Strong gravitational lensing drastically alters the shape of an object on the sky; So, strong gravitational fields are capable of altering the rate of time passing.	Is S0 true or false?	1
S0: Blood flow to the skin increases, causing a decreased blood flow to the vital organs. So, blood flow decrease when blood vessels constrict.	Is S0 true or false?	1
S0: Fish Reproduction and Development Nearly all fish reproduce sexually, and most species have separate sexes. So, most fish reproduce with one another sexually.	Is S0 true or false?	0
S0: This figure shows the four states of matter: ice (solid), liquid (water), gas (water vapor) and plasma (hydrogen nuclei and electrons). So, plasma completes the list: solid, liquid, gas.	Is S0 true or false?	0
S0: Perhaps such a retrenchment would release energy, leaving more power to benefit the world that I can know. So, the rate that energy is released is known as power.	Is S0 true or false?	1
S0: For the lens to be transparent, the crystallins must be closely packed and transmit light without scattering. So, transparent matter transmits light without scattering it.	Is S0 true or false?	0
S0: Kinetic energy is the energy of motion. So, kinetic energy is the energy of motion.	Is S0 true or false?	0
S0: may find food sources diminished; So, many species of birds in new england fly south for the winter months to find an environment with more food.	Is S0 true or false?	1
S0: Animal cells lack cell walls and chloroplasts, which are present in most plants. So, a cell wall is found in a plant cell but not in an animal cell.	Is S0 true or false?	0
S0: Prokaryotes, such as bacteria, are single-cell organisms with no nuclear membranes. So, a single-celled prokaryotic is a bacteria.	Is S0 true or false?	0
S0: The species that you and all other living human beings on this planet belong to is Homo sapiens. So, humans belong to the species homo sapiens.	Is S0 true or false?	0
